AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,eyeDetection
4282.05,4017.95,4242.56,4118.97,4330.77,4606.15,4064.1,4612.82,4193.33,4212.31,4201.54,4264.62,4603.08,4343.59,0
4276.92,3971.79,4249.23,4106.15,4330.77,4615.38,4081.54,4614.87,4199.49,4226.67,4192.31,4270.26,4580,4323.08,0
4287.18,4018.46,4256.92,4124.62,4339.49,4621.54,4071.79,4597.95,4203.59,4247.69,4205.13,4272.82,4609.23,4350.26,1
4292.82,3997.95,4265.13,4107.69,4324.62,4624.1,4064.62,4596.92,4193.33,4227.69,4206.15,4277.95,4616.92,4355.38,0
4283.59,4002.56,4253.33,4102.05,4325.64,4606.15,4054.36,4599.49,4175.9,4217.95,4194.36,4263.59,4582.05,4349.74,1
4287.69,4020,4285.13,4142.05,4371.79,4657.95,4105.13,4661.03,4228.21,4256.41,4228.72,4293.33,4631.79,4358.46,0
4438.46,4070.26,4292.31,4153.85,4328.21,4600,4063.59,4595.38,4199.49,4248.72,4210.26,4328.21,4713.85,4505.64,0
4313.33,4026.15,4262.56,4112.82,4343.59,4620.51,4073.85,4626.67,4230.77,4260.51,4227.69,4294.36,4621.54,4368.21,0
4322.56,4007.18,4278.97,4138.46,4349.23,4640,4074.87,4634.36,4214.87,4261.03,4230.77,4298.46,4629.23,4384.62,0
4303.08,4003.08,4262.56,4127.69,4347.69,4632.31,4064.62,4615.9,4207.69,4224.1,4205.64,4270.26,4591.28,4351.28,0
4309.23,4022.05,4268.21,4123.08,4350.26,4635.38,4077.44,4630.77,4211.79,4242.56,4197.95,4289.74,4614.87,4383.59,0
4281.03,3988.72,4245.13,4104.1,4327.18,4601.03,4046.15,4619.49,4197.95,4229.23,4193.33,4266.15,4574.87,4335.38,1
4282.05,4023.59,4242.56,4117.44,4336.41,4617.95,4062.05,4605.64,4187.18,4222.05,4204.62,4267.69,4607.18,4337.44,0
4317.44,3971.28,4278.46,4097.44,4326.15,4614.87,4087.18,4628.21,4208.21,4231.28,4203.59,4292.82,4594.87,4385.64,1
4250.77,3972.31,4250.26,4104.1,4336.41,4624.62,4094.36,4613.33,4210.77,4233.85,4204.1,4271.28,4594.36,4337.95,0
4287.18,3994.87,4248.21,4122.05,4323.59,4614.87,4056.41,4612.82,4209.23,4244.62,4215.38,4287.18,4618.46,4363.59,0
4307.18,4006.15,4246.67,4112.31,4326.15,4597.95,4056.92,4597.44,4197.44,4227.18,4191.79,4270.26,4604.1,4372.31,1
4250.26,4006.67,4249.23,4137.44,4350.26,4633.85,4109.23,4602.05,4197.44,4210.26,4169.23,4261.54,4544.1,4298.97,0
4289.74,3989.23,4262.56,4119.49,4326.15,4616.92,4072.31,4611.28,4208.72,4231.79,4186.15,4276.92,4593.33,4348.72,0
4278.97,4018.97,4262.05,4108.72,4350.26,4629.74,4080.51,4627.18,4203.59,4233.33,4195.38,4272.31,4572.82,4338.97,0
4286.15,4001.03,4257.95,4106.67,4349.23,4635.38,4074.87,4617.44,4207.69,4236.92,4206.15,4271.28,4600,4351.28,0
4305.64,4022.05,4252.31,4124.1,4340,4632.31,4082.05,4595.9,4194.36,4242.05,4201.03,4281.03,4605.64,4375.9,0
4303.59,3987.69,4263.59,4136.92,4334.36,4615.9,4072.31,4593.33,4196.92,4232.31,4201.54,4289.23,4615.9,4360.51,0
4343.08,3991.79,4275.9,4114.87,4332.31,4623.08,4100.51,4622.56,4207.69,4218.46,4194.36,4303.59,4621.03,4395.9,1
4291.28,3943.59,4248.21,4088.72,4330.77,4612.82,4103.59,4641.03,4228.72,4253.85,4245.64,4310.77,4668.72,4380,1
4246.15,4024.62,4232.31,4126.67,4327.69,4613.85,4046.15,4598.97,4176.41,4198.46,4168.72,4242.05,4572.31,4298.97,0
4270.26,3986.15,4248.72,4086.67,4328.72,4598.97,4046.67,4587.18,4172.82,4211.28,4192.82,4269.74,4608.21,4327.69,1
4278.46,3985.64,4248.72,4105.13,4345.13,4621.54,4071.79,4615.9,4190.26,4223.59,4195.38,4265.13,4603.08,4338.97,0
4294.36,4011.28,4261.54,4112.31,4340,4609.23,4047.69,4620.51,4201.54,4227.18,4202.56,4274.36,4596.41,4352.82,1
4292.82,4018.46,4258.46,4127.18,4338.97,4622.56,4088.21,4603.08,4177.44,4225.13,4194.87,4263.08,4594.87,4344.62,1
4306.67,4013.33,4269.23,4126.67,4334.87,4617.44,4073.33,4622.56,4224.1,4243.59,4206.15,4294.36,4618.97,4382.56,0
4258.97,4013.85,4226.67,4105.13,4343.08,4617.44,4101.54,4595.9,4198.97,4206.15,4175.38,4250.77,4554.36,4312.31,0
4361.54,3934.87,4250.26,4080.51,4321.54,4588.72,4082.05,4633.85,4225.64,4263.59,4292.82,4329.23,4769.74,4467.69,1
4306.15,3995.9,4281.54,4149.23,4345.13,4632.31,4057.95,4622.56,4209.74,4224.62,4203.08,4288.72,4593.85,4350.77,0
4279.49,3995.9,4248.21,4102.56,4332.82,4616.41,4053.33,4613.33,4195.38,4233.85,4188.21,4250.77,4589.74,4341.03,0
4360,3993.85,4278.97,4140.51,4355.9,4633.85,4082.56,4609.74,4206.15,4258.46,4221.54,4300,4637.95,4409.23,1
4278.46,4001.54,4258.97,4121.03,4336.41,4611.28,4057.44,4603.08,4188.21,4211.28,4181.03,4267.69,4575.38,4324.1,0
4292.31,3989.74,4266.15,4107.18,4335.9,4603.08,4047.69,4611.79,4195.38,4244.1,4208.72,4267.18,4611.28,4367.18,0
4274.36,3983.59,4245.64,4109.23,4330.77,4600.51,4053.33,4624.62,4200.51,4218.97,4209.74,4272.31,4589.23,4334.36,1
4234.36,3979.49,4232.31,4106.15,4333.85,4613.33,4064.62,4599.49,4191.28,4211.79,4175.9,4250.77,4558.97,4295.9,0
4450.26,4049.23,4308.21,4145.64,4321.54,4586.15,4074.87,4604.62,4187.18,4243.59,4276.92,4337.44,4746.15,4529.23,0
4270.77,4012.31,4248.21,4097.44,4344.1,4625.64,4104.1,4634.36,4220.51,4223.59,4202.56,4283.59,4608.72,4338.97,1
4312.82,3980,4281.03,4124.1,4355.9,4636.41,4089.74,4642.05,4223.59,4257.95,4234.87,4296.92,4657.95,4408.72,1
4314.87,4008.21,4279.49,4152.82,4360.51,4629.23,4070.77,4623.59,4205.13,4240.51,4221.54,4295.38,4634.87,4386.15,0
4278.97,4014.87,4261.54,4111.79,4337.44,4617.95,4054.87,4611.79,4208.72,4227.18,4194.87,4268.72,4612.31,4341.54,1
4334.87,4021.54,4268.21,4140.51,4317.44,4618.97,4052.31,4609.74,4194.36,4223.59,4215.38,4295.38,4625.64,4392.31,0
4302.56,4004.62,4282.56,4155.38,4358.46,4623.59,4083.08,4629.23,4198.46,4232.82,4208.72,4290.77,4612.82,4350.77,0
4307.18,3996.92,4263.59,4108.21,4338.46,4608.21,4062.56,4627.18,4206.15,4243.08,4201.03,4286.15,4609.74,4377.44,1
4295.9,3997.44,4255.9,4106.67,4329.74,4616.92,4065.64,4624.1,4206.15,4232.31,4190.26,4269.23,4597.44,4348.72,0
4311.79,4030.26,4263.59,4124.62,4350.26,4631.79,4098.46,4617.95,4218.46,4237.95,4209.74,4288.21,4604.62,4358.97,0
4277.44,3963.08,4233.33,4105.13,4319.49,4595.9,4063.59,4591.79,4184.1,4221.03,4176.92,4260,4603.08,4347.69,1
4282.05,3948.21,4229.74,4081.54,4330.26,4600.51,4073.85,4603.08,4197.44,4234.36,4188.72,4258.97,4579.49,4334.36,1
4292.31,4014.87,4266.15,4118.97,4326.15,4616.92,4077.44,4593.85,4182.05,4215.9,4167.69,4276.41,4588.72,4360,0
4405.13,4038.46,4276.92,4119.49,4321.54,4606.15,4057.95,4615.38,4200.51,4244.62,4247.18,4308.21,4680,4482.05,1
4290.26,3984.62,4265.64,4109.23,4340,4617.95,4070.26,4623.59,4203.08,4231.28,4210.77,4290.77,4609.74,4358.97,0
4450.77,4045.13,4289.74,4124.1,4319.49,4586.15,4067.69,4614.87,4206.15,4255.9,4290.77,4348.21,4774.87,4537.44,0
4283.08,4024.62,4266.67,4136.92,4347.69,4628.21,4069.23,4594.87,4187.18,4225.64,4192.82,4270.77,4603.59,4347.69,0
4283.59,3998.97,4254.87,4116.41,4327.18,4602.05,4042.56,4581.54,4171.79,4204.62,4179.49,4265.64,4601.54,4333.33,1
4297.44,4032.82,4247.69,4139.49,4349.23,4617.95,4057.95,4610.26,4188.21,4212.82,4195.9,4271.79,4581.54,4346.15,0
4317.44,4008.21,4277.95,4120.51,4343.08,4613.33,4045.64,4608.72,4198.46,4232.82,4212.82,4281.03,4615.9,4364.62,1
4281.54,3964.1,4252.82,4108.21,4329.74,4609.74,4043.08,4613.85,4193.33,4224.62,4203.59,4264.1,4594.87,4345.64,0
4276.92,4026.67,4245.64,4120.51,4340.51,4628.72,4078.46,4623.59,4207.69,4216.41,4195.38,4263.59,4595.9,4340,0
4295.38,3998.97,4266.15,4135.9,4350.26,4617.95,4070.26,4629.23,4207.18,4236.41,4207.18,4281.03,4609.74,4351.28,0
4333.33,3968.21,4262.05,4089.23,4328.21,4603.08,4091.28,4622.05,4210.77,4244.62,4250.77,4303.59,4692.31,4434.36,1
4272.31,4002.56,4251.79,4123.08,4347.18,4618.46,4074.87,4608.21,4194.87,4221.54,4193.33,4258.97,4601.54,4337.95,0
4326.15,4017.44,4283.08,4137.95,4364.62,4638.97,4102.56,4635.9,4220,4256.41,4232.31,4298.46,4643.59,4402.05,1
4388.21,4095.38,4283.59,4156.92,4341.54,4601.03,4075.9,4608.21,4201.54,4217.44,4201.03,4297.44,4617.95,4432.31,0
4305.13,4017.44,4264.1,4133.33,4336.92,4619.49,4080,4605.64,4213.33,4260,4212.82,4275.38,4609.74,4342.56,1
4295.9,4019.49,4258.97,4118.46,4342.56,4616.41,4071.28,4606.67,4200,4228.72,4202.56,4276.92,4609.23,4355.9,1
4312.82,4001.03,4276.92,4129.74,4353.33,4632.31,4085.64,4628.21,4197.95,4233.33,4219.49,4298.97,4620,4370.77,0
4291.79,3995.38,4264.1,4119.49,4341.54,4605.13,4050.26,4597.44,4184.62,4205.13,4178.46,4271.28,4591.79,4346.15,1
4282.56,4027.18,4248.72,4132.82,4348.72,4630.26,4097.95,4610.26,4203.59,4212.31,4178.97,4258.46,4570.26,4322.05,0
4324.62,4008.21,4280,4117.95,4344.62,4627.18,4078.46,4606.15,4190.77,4260.51,4214.36,4299.49,4616.92,4377.44,0
4431.79,4090.77,4283.59,4173.33,4343.59,4614.87,4080,4595.38,4195.9,4250.26,4234.36,4309.74,4658.97,4483.59,0
4307.18,3951.28,4262.05,4107.18,4315.38,4599.49,4076.92,4621.03,4207.69,4253.85,4194.87,4289.74,4668.21,4401.03,1
4304.1,3998.46,4250.77,4121.54,4320.51,4600,4058.97,4587.69,4186.67,4226.67,4189.23,4274.87,4608.21,4377.44,1
4315.9,4016.92,4265.13,4135.9,4326.67,4600,4065.64,4589.74,4175.38,4200.51,4137.44,4272.82,4592.82,4365.13,0
4289.23,3967.69,4262.05,4095.38,4315.9,4614.87,4083.08,4625.13,4214.36,4238.46,4200,4288.21,4593.85,4359.49,0
4271.28,4005.64,4236.41,4085.64,4343.08,4620.51,4105.64,4626.67,4216.41,4227.18,4190.77,4274.87,4617.44,4333.85,1
4246.15,4004.1,4215.38,4094.87,4340.51,4606.67,4060,4604.1,4168.72,4205.64,4169.74,4236.41,4542.56,4292.31,0
4325.64,4026.15,4277.44,4139.49,4348.21,4624.62,4077.44,4626.15,4212.82,4243.08,4210.77,4285.13,4620.51,4380,1
4298.46,4003.59,4263.59,4121.03,4338.97,4624.1,4070.77,4628.21,4208.21,4238.46,4211.79,4284.62,4589.23,4361.54,0
4266.15,3937.44,4228.21,4081.54,4327.18,4601.54,4064.62,4603.08,4184.62,4222.56,4183.59,4258.46,4567.69,4320.51,1
4201.54,4046.15,4231.28,4132.31,4332.31,4610.26,4052.82,4582.56,4164.62,4185.64,4121.03,4218.97,4475.38,4226.67,0
4266.67,4021.03,4261.03,4149.23,4349.74,4625.13,4101.54,4594.36,4198.97,4216.41,4188.21,4274.87,4572.31,4325.64,0
4336.92,4030.77,4266.67,4134.87,4330.26,4609.74,4078.46,4608.21,4199.49,4226.67,4188.21,4287.69,4623.08,4385.13,0
4283.59,4024.1,4244.62,4121.54,4338.97,4607.69,4053.33,4611.28,4197.44,4235.9,4192.31,4269.74,4580,4336.92,0
4341.03,3983.59,4266.67,4118.46,4355.38,4631.28,4085.13,4614.87,4204.62,4245.64,4207.69,4289.23,4614.36,4378.97,1
4350.26,4044.62,4277.44,4152.82,4354.36,4637.95,4089.74,4611.28,4207.69,4262.56,4219.49,4304.1,4628.72,4421.54,0
4389.23,4066.67,4344.1,4187.69,4422.05,4697.95,4153.85,4674.87,4254.87,4297.95,4295.38,4354.36,4701.03,4458.97,1
4301.03,4010.26,4256.92,4100.51,4352.82,4618.97,4069.74,4614.36,4205.64,4241.03,4205.64,4272.31,4600,4359.49,0
4288.72,3957.95,4278.46,4125.64,4338.46,4635.38,4081.03,4623.08,4198.97,4226.67,4206.15,4294.87,4615.38,4345.64,0
4272.82,4007.69,4254.36,4106.67,4337.95,4623.59,4054.87,4603.59,4190.26,4222.56,4191.28,4268.72,4615.9,4325.13,1
4304.62,3979.49,4265.13,4107.69,4361.03,4631.28,4087.18,4641.03,4220,4255.9,4225.13,4287.18,4646.15,4396.41,1
4431.28,4105.13,4304.62,4171.79,4349.23,4614.87,4050.26,4597.44,4182.56,4214.36,4230.26,4308.21,4664.62,4476.41,0
4357.95,3986.15,4256.92,4118.97,4346.15,4601.03,4060.51,4573.85,4171.79,4220.51,4204.1,4281.03,4610.77,4411.79,1
4397.95,4040,4278.46,4143.59,4357.44,4616.41,4075.38,4612.31,4217.44,4276.41,4246.67,4310.26,4686.15,4457.44,1
4215.38,3967.69,4214.36,4094.36,4331.79,4614.87,4074.36,4610.77,4204.62,4214.36,4171.28,4241.54,4547.69,4290.77,0
4344.1,3966.67,4262.56,4113.85,4321.03,4615.9,4084.1,4624.1,4211.79,4258.46,4206.67,4304.62,4701.54,4438.97,1
4270.26,4002.05,4251.28,4118.46,4354.87,4629.23,4073.33,4611.28,4199.49,4234.36,4200,4264.62,4599.49,4330.26,0
4283.08,3976.92,4250.26,4100,4328.21,4602.05,4035.38,4601.54,4187.18,4233.33,4200,4259.49,4595.38,4349.23,0
4292.31,4007.69,4244.1,4108.72,4335.38,4624.1,4075.38,4596.92,4192.31,4230.26,4189.23,4267.69,4584.1,4366.15,0
4289.23,3990.26,4257.95,4118.97,4343.08,4631.79,4084.62,4632.31,4203.59,4238.46,4208.72,4281.03,4610.26,4358.97,0
4289.74,3980.51,4259.49,4109.74,4345.13,4620.51,4091.28,4606.15,4181.54,4212.82,4197.95,4262.56,4582.56,4359.49,1
4300,4019.49,4277.44,4118.46,4329.23,4621.03,4088.21,4607.18,4199.49,4223.59,4194.87,4283.08,4584.1,4363.59,0
4280,4004.1,4249.74,4106.67,4326.67,4609.23,4041.54,4599.49,4185.13,4215.9,4190.77,4260,4598.46,4334.87,1
4416.92,4106.67,4261.03,4153.33,4334.87,4589.23,4062.56,4604.62,4180,4207.18,4219.49,4292.82,4643.08,4442.05,0
4298.46,4023.08,4245.64,4112.82,4332.82,4601.54,4076.41,4607.18,4193.85,4224.1,4189.23,4272.82,4602.56,4354.87,0
4301.03,4020.51,4267.18,4110.77,4335.9,4615.38,4057.44,4618.46,4206.67,4250.26,4202.56,4280.51,4598.46,4359.49,1
4291.79,4016.92,4257.44,4121.54,4340,4627.69,4078.97,4615.38,4224.62,4249.74,4193.85,4276.41,4612.82,4360,0
4280,4003.59,4250.26,4124.62,4341.03,4617.95,4057.44,4615.9,4191.28,4225.13,4157.95,4253.85,4594.87,4331.79,1
4290.77,4001.54,4263.08,4122.56,4329.23,4606.67,4053.85,4612.31,4189.23,4216.92,4198.97,4275.9,4591.79,4351.79,1
4288.21,3988.72,4261.03,4100.51,4336.92,4620,4105.13,4628.21,4208.72,4208.21,4168.21,4279.49,4603.08,4346.67,1
4321.54,4043.59,4270.26,4124.1,4365.13,4635.9,4120.51,4626.67,4231.79,4255.38,4233.85,4297.95,4635.38,4374.36,1
4294.87,4001.54,4249.74,4122.05,4326.67,4603.59,4060,4595.9,4181.03,4204.1,4181.54,4259.49,4578.46,4346.67,1
4274.87,3993.33,4244.62,4104.62,4336.41,4614.87,4088.21,4605.64,4185.64,4209.23,4190.77,4262.05,4578.97,4356.92,1
4284.62,4020.51,4260,4135.9,4332.82,4614.36,4060,4611.79,4189.74,4216.41,4199.49,4277.44,4601.03,4350.26,0
4306.67,3974.87,4246.67,4090.77,4330.26,4613.85,4097.95,4624.62,4198.97,4210.26,4158.46,4288.72,4599.49,4358.46,1
4295.9,4013.33,4267.18,4121.03,4337.95,4626.67,4081.54,4631.79,4208.72,4240,4207.18,4286.67,4589.74,4355.38,0
4308.21,4027.69,4262.56,4116.92,4356.92,4615.9,4055.38,4626.67,4209.74,4251.79,4207.69,4279.49,4621.54,4368.21,1
4308.72,3991.28,4277.44,4104.62,4328.72,4614.36,4073.85,4624.1,4204.62,4234.87,4198.46,4275.9,4591.28,4359.49,1
4288.21,3998.97,4254.87,4108.21,4337.95,4618.46,4058.97,4624.62,4210.26,4228.72,4205.64,4280,4612.31,4361.03,0
4272.31,3989.23,4262.56,4117.44,4335.9,4612.82,4059.49,4620,4196.92,4214.87,4181.03,4269.74,4581.54,4333.33,0
4404.62,4090.26,4375.9,4230.26,4438.97,4741.03,4165.64,4720,4297.95,4341.03,4320,4395.38,4716.41,4458.46,0
4289.74,4011.79,4261.54,4127.69,4344.62,4628.72,4086.67,4613.33,4187.18,4225.13,4208.72,4272.31,4593.33,4360.51,1
4230.26,4042.05,4227.18,4133.33,4343.08,4619.49,4053.85,4580,4165.64,4197.44,4135.9,4222.56,4506.67,4260,0
4284.1,3985.64,4275.38,4087.69,4330.77,4620.51,4087.69,4631.79,4203.08,4234.87,4210.26,4293.33,4600,4356.92,0
4276.41,3967.18,4258.97,4119.49,4324.1,4607.69,4043.59,4623.59,4212.82,4233.33,4195.9,4275.38,4590.26,4340.51,1
4357.44,3994.36,4273.85,4108.72,4334.87,4604.62,4058.46,4626.15,4232.82,4256.41,4247.18,4301.03,4688.72,4435.38,0
4292.31,4020,4264.1,4137.44,4343.59,4635.9,4066.15,4627.69,4222.56,4244.1,4213.85,4285.13,4608.72,4348.72,0
4289.23,4008.21,4266.15,4128.72,4330.77,4605.13,4065.64,4603.08,4192.82,4211.28,4194.87,4272.31,4592.82,4336.41,0
4295.38,4047.18,4269.74,4135.38,4347.18,4629.74,4066.15,4615.9,4215.9,4229.74,4196.41,4273.33,4598.46,4343.08,0
4361.54,3982.56,4266.67,4127.69,4349.74,4600.51,4067.18,4589.23,4183.08,4230.26,4214.87,4295.38,4627.69,4421.54,1
4336.92,3989.23,4281.54,4110.26,4344.62,4621.03,4081.03,4611.28,4200,4244.62,4211.79,4296.92,4624.62,4396.41,1
4285.64,4002.56,4264.1,4126.67,4334.87,4627.69,4090.77,4608.72,4203.08,4237.95,4190.26,4270.77,4594.36,4336.41,1
4295.9,4013.33,4260.51,4113.33,4330.26,4622.56,4089.23,4607.69,4194.87,4216.92,4184.62,4272.82,4575.38,4351.28,0
4287.18,3985.13,4267.18,4121.54,4336.41,4615.9,4063.08,4622.05,4201.54,4228.21,4192.82,4267.18,4591.79,4353.33,0
4280,3980.51,4264.1,4102.56,4326.15,4608.72,4046.67,4606.15,4191.28,4209.74,4182.56,4269.74,4578.46,4328.21,1
4275.9,4054.36,4281.54,4156.41,4383.59,4654.36,4106.15,4652.31,4222.05,4240,4194.36,4283.08,4597.44,4323.08,1
4274.87,3981.54,4258.97,4121.54,4327.18,4594.36,4042.05,4618.97,4201.03,4217.95,4207.69,4276.92,4591.28,4342.56,1
4292.31,3965.13,4258.97,4100.51,4335.38,4623.59,4074.36,4619.49,4207.18,4235.9,4210.26,4284.62,4630.77,4372.31,0
4295.9,4010.26,4269.74,4105.64,4324.62,4614.87,4054.36,4603.59,4181.03,4224.62,4164.62,4266.15,4589.74,4358.97,0
4300.51,4046.67,4263.59,4117.44,4335.9,4622.05,4075.9,4613.85,4209.74,4223.08,4200.51,4272.31,4606.15,4358.46,0
4308.72,4000,4264.1,4136.41,4320.51,4626.67,4061.03,4631.79,4226.15,4247.69,4218.97,4290.77,4625.13,4372.82,0
4328.21,4011.28,4292.31,4149.23,4381.54,4662.05,4121.54,4662.05,4242.05,4255.9,4206.67,4303.59,4619.49,4377.95,1
4370.77,4056.92,4344.1,4202.56,4414.87,4685.64,4134.87,4667.18,4261.03,4291.79,4282.56,4340.51,4683.08,4433.33,1
4306.15,4009.23,4261.54,4103.59,4328.21,4598.97,4041.54,4594.87,4183.59,4223.59,4198.97,4270.26,4608.72,4351.79,1
4297.44,4052.82,4265.13,4121.54,4337.95,4619.49,4067.18,4598.97,4195.38,4225.64,4194.36,4276.92,4606.67,4354.87,0
4312.82,4003.08,4269.74,4127.18,4342.05,4605.13,4051.79,4611.79,4198.46,4235.38,4196.92,4276.92,4611.79,4373.33,1
4288.72,3974.87,4265.13,4102.05,4325.13,4591.79,4044.62,4609.74,4192.82,4232.82,4202.05,4267.18,4598.97,4352.31,0
4288.21,4005.64,4262.56,4117.44,4345.64,4622.05,4067.69,4609.23,4194.87,4222.56,4205.13,4269.23,4605.13,4350.77,0
4285.13,4032.31,4251.79,4124.62,4348.72,4629.74,4109.23,4609.74,4213.85,4234.36,4198.46,4278.46,4585.13,4336.41,0
4296.41,4048.72,4265.64,4121.03,4342.05,4630.77,4075.9,4626.67,4217.95,4244.62,4212.82,4277.95,4612.31,4349.23,0
4326.15,4051.79,4266.67,4133.33,4357.95,4632.82,4106.67,4638.46,4236.41,4248.21,4232.31,4293.85,4632.82,4381.03,1
4296.41,4004.62,4261.03,4138.46,4331.28,4609.74,4072.82,4596.41,4193.33,4231.28,4201.54,4277.95,4604.62,4349.74,0
4273.85,3974.87,4262.56,4108.72,4315.38,4607.18,4046.15,4611.79,4190.26,4221.54,4186.15,4256.92,4584.1,4338.46,0
4278.97,4017.95,4248.21,4101.03,4338.97,4615.9,4050.77,4598.97,4198.46,4226.67,4193.85,4260.51,4588.72,4333.33,0
4295.38,4003.59,4263.08,4110.77,4345.13,4617.95,4062.56,4633.33,4224.1,4251.28,4188.72,4276.92,4607.69,4360.51,1
4267.18,3977.44,4275.38,4140,4343.08,4623.59,4054.36,4612.31,4205.13,4227.18,4186.67,4276.92,4592.31,4332.31,0
4269.74,3976.92,4237.95,4095.38,4322.05,4604.62,4048.21,4590.26,4168.21,4190.26,4168.21,4252.82,4573.33,4325.64,1
4404.1,4045.64,4277.44,4136.92,4341.03,4615.38,4069.23,4588.72,4191.79,4226.67,4233.33,4296.92,4684.1,4460,0
4298.46,4006.15,4268.72,4126.15,4338.97,4617.44,4075.38,4635.38,4226.67,4254.36,4219.49,4298.97,4603.08,4373.85,0
4288.72,3935.38,4251.79,4108.72,4339.49,4629.74,4061.54,4612.82,4207.18,4233.33,4208.72,4272.82,4597.95,4341.54,0
4297.44,4017.95,4261.54,4124.1,4340.51,4611.28,4080.51,4609.74,4204.62,4248.72,4206.15,4272.31,4604.1,4343.08,1
4297.95,4009.74,4268.21,4141.54,4352.31,4634.87,4076.92,4635.9,4225.13,4238.46,4209.23,4269.23,4593.85,4350.26,0
4306.15,4023.08,4263.59,4127.69,4343.08,4571.28,4082.05,4598.97,4193.85,4223.08,4207.69,4286.67,4601.54,4358.46,0
4260.51,3966.15,4231.28,4083.59,4327.18,4598.97,4058.46,4595.38,4180.51,4222.05,4189.23,4256.92,4598.97,4329.74,1
4290.26,3992.82,4263.59,4129.74,4340,4618.97,4045.64,4607.18,4181.54,4215.9,4190.77,4277.95,4570.77,4342.05,1
4270.77,3991.79,4249.74,4118.97,4333.33,4597.95,4028.72,4600.51,4193.33,4223.08,4198.46,4269.23,4600.51,4342.56,1
4294.36,4008.21,4264.1,4105.64,4337.44,4623.59,4062.56,4615.9,4197.95,4241.03,4164.62,4269.23,4603.08,4357.95,0
4274.36,3973.33,4250.77,4103.08,4332.82,4621.54,4053.85,4625.64,4198.97,4226.67,4199.49,4263.08,4585.64,4343.08,0
4294.36,4007.69,4249.74,4108.72,4341.54,4614.87,4057.44,4608.72,4196.41,4235.38,4197.95,4269.74,4591.79,4366.67,1
4316.92,4017.44,4267.69,4130.26,4329.23,4620.51,4080.51,4624.1,4211.79,4223.59,4193.85,4281.54,4588.21,4366.67,0
4284.62,4021.03,4264.62,4151.79,4350.26,4618.97,4060,4607.69,4190.77,4209.74,4193.33,4259.49,4591.28,4343.08,0
4312.82,4015.38,4278.97,4129.74,4341.03,4623.59,4072.31,4621.03,4202.56,4235.9,4203.08,4281.54,4609.74,4366.67,1
4281.03,3976.92,4253.33,4107.69,4338.46,4626.15,4047.18,4598.46,4179.49,4222.05,4197.44,4262.05,4592.31,4349.23,0
4289.74,4023.59,4254.87,4124.1,4337.44,4617.95,4068.21,4630.26,4203.59,4213.85,4192.82,4269.23,4606.15,4350.77,0
4271.79,3983.08,4244.62,4108.21,4330.26,4617.44,4063.08,4608.21,4174.87,4193.85,4180.51,4253.33,4578.46,4319.49,0
4380.51,4084.62,4299.49,4154.36,4339.49,4602.05,4043.08,4590.26,4189.23,4208.21,4183.08,4290.26,4576.41,4403.59,1
4308.21,3933.33,4249.23,4071.79,4324.62,4606.15,4102.56,4650.26,4237.95,4252.82,4250.26,4309.23,4679.49,4399.49,1
4254.87,3994.87,4234.36,4102.56,4343.59,4616.41,4060.51,4618.97,4214.87,4239.49,4201.54,4266.15,4611.28,4326.67,0
4294.87,3988.21,4258.46,4105.13,4327.18,4616.41,4051.28,4604.1,4194.36,4237.95,4209.23,4269.23,4599.49,4358.46,0
4281.03,3990.77,4265.13,4115.38,4326.15,4610.26,4048.21,4599.49,4175.9,4215.9,4174.87,4275.9,4586.67,4352.31,0
4276.41,3977.44,4261.54,4120.51,4350.77,4629.23,4092.82,4618.46,4201.03,4230.26,4202.05,4256.41,4589.23,4342.56,1
4261.54,3987.69,4249.23,4123.08,4335.38,4615.38,4065.13,4601.54,4185.13,4202.56,4165.13,4259.49,4569.23,4316.41,0
4271.79,3983.08,4253.33,4110.26,4334.36,4602.05,4054.87,4625.64,4210.77,4217.95,4207.18,4282.05,4589.74,4351.79,1
4354.36,3982.56,4266.15,4108.21,4337.44,4625.13,4100.51,4614.36,4209.23,4240.51,4248.72,4314.36,4665.64,4418.46,1
